CODE GEO;com_start;x_start;y_start;DCLT;com_end;x_end;y_end;Flux
33374;Saint-Aubin-de-Blaye;-0.574;45.259;33063;Bordeaux;-0.573;44.858;10.6812408148883
33375;Saint-Aubin-de-Branne;-0.168;44.811;33063;Bordeaux;-0.573;44.858;39.1489361702128
33376;Saint-Aubin-de-Médoc;-0.748;44.933;33063;Bordeaux;-0.573;44.858;598.587573254252
33379;Saint-Brice;-0.141;44.694;33063;Bordeaux;-0.573;44.858;5.01216258631514
33380;Val-de-Livenne;-0.508;45.276;33063;Bordeaux;-0.573;44.858;46.2983626110618
33381;Saint-Caprais-de-Bordeaux;-0.428;44.754;33063;Bordeaux;-0.573;44.858;355.953207025291
33382;Saint-Christoly-de-Blaye;-0.496;45.144;33063;Bordeaux;-0.573;44.858;61.1075814638943
33385;Saint-Christophe-de-Double;0.023;45.084;33063;Bordeaux;-0.573;44.858;10.6178861788618
33387;Saint-Ciers-d'Abzac;-0.289;45.035;33063;Bordeaux;-0.573;44.858;55
33388;Saint-Ciers-de-Canesse;-0.603;45.087;33063;Bordeaux;-0.573;44.858;46.3043478260869
33389;Saint-Ciers-sur-Gironde;-0.649;45.298;33063;Bordeaux;-0.573;44.858;20.0837103429174
33390;Sainte-Colombe;-0.063;44.879;33063;Bordeaux;-0.573;44.858;9.97635933806147
33391;Saint-Cà´me;-0.174;44.424;33063;Bordeaux;-0.573;44.858;4.85499775520565
33392;Sainte-Croix-du-Mont;-0.272;44.598;33063;Bordeaux;-0.573;44.858;66.3829195534783
33393;Saint-Denis-de-Pile;-0.184;44.988;33063;Bordeaux;-0.573;44.858;151.145151300763
33394;Saint-amilion;-0.17;44.9;33063;Bordeaux;-0.573;44.858;49.4116385347204
33395;Saint-Estèphe;-0.78;45.251;33063;Bordeaux;-0.573;44.858;5.15708335935547
33397;Sainte-Eulalie;-0.479;44.902;33063;Bordeaux;-0.573;44.858;597.626791917918
33398;Saint-Exupéry;-0.101;44.634;33063;Bordeaux;-0.573;44.858;9.94082840236686
33400;Saint-Ferme;0.062;44.695;33063;Bordeaux;-0.573;44.858;15
33401;Sainte-Florence;-0.092;44.817;33063;Bordeaux;-0.573;44.858;4.93333333333333
33402;Sainte-Foy-la-Grande;0.218;44.841;33063;Bordeaux;-0.573;44.858;10.6945597166169
33404;Sainte-Gemme;0.073;44.619;33063;Bordeaux;-0.573;44.858;4.94791666666667
33406;Saint-Genès-de-Castillon;-0.064;44.9;33063;Bordeaux;-0.573;44.858;5.09383378016086
33407;Saint-Genès-de-Fronsac;-0.346;45.027;33063;Bordeaux;-0.573;44.858;48.1439820022497
33408;Saint-Genès-de-Lombaud;-0.379;44.754;33063;Bordeaux;-0.573;44.858;30
33409;Saint-Genis-du-Bois;-0.183;44.7;33063;Bordeaux;-0.573;44.858;10
33411;Saint-Germain-de-Grave;-0.218;44.624;33063;Bordeaux;-0.573;44.858;5.13157894736842
33412;Saint-Germain-d'Esteuil;-0.895;45.255;33063;Bordeaux;-0.573;44.858;31.2067723099534
33413;Saint-Germain-du-Puch;-0.334;44.852;33063;Bordeaux;-0.573;44.858;194.728256039354
33414;Saint-Germain-de-la-Rivière;-0.331;44.944;33063;Bordeaux;-0.573;44.858;15.0150808471029
33415;Saint-Gervais;-0.467;45.017;33063;Bordeaux;-0.573;44.858;173.72329338197
33416;Saint-Girons-d'Aiguevives;-0.538;45.146;33063;Bordeaux;-0.573;44.858;53.2200580240733
33417;Sainte-Hélène;-0.914;44.973;33063;Bordeaux;-0.573;44.858;261.146926460707
33418;Saint-Hilaire-de-la-Noaille;0.006;44.603;33063;Bordeaux;-0.573;44.858;5.09228281701546
33420;Saint-Hippolyte;-0.122;44.874;33063;Bordeaux;-0.573;44.858;4.9618320610687
33421;Saint-Jean-de-Blaignac;-0.131;44.81;33063;Bordeaux;-0.573;44.858;10.4893981163528
33422;Saint-Jean-d'Illac;-0.819;44.794;33063;Bordeaux;-0.573;44.858;705
33423;Saint-Julien-Beychevelle;-0.75;45.155;33063;Bordeaux;-0.573;44.858;5
33424;Saint-Laurent-Médoc;-0.862;45.14;33063;Bordeaux;-0.573;44.858;100
33425;Saint-Laurent-d'Arce;-0.466;45.043;33063;Bordeaux;-0.573;44.858;138.350288013183
33426;Saint-Laurent-des-Combes;-0.138;44.874;33063;Bordeaux;-0.573;44.858;9.80798455661522
33427;Saint-Laurent-du-Bois;-0.138;44.641;33063;Bordeaux;-0.573;44.858;9.99560273038647
33429;Saint-Léger-de-Balson;-0.441;44.429;33063;Bordeaux;-0.573;44.858;15
33431;Saint-Léon;-0.276;44.766;33063;Bordeaux;-0.573;44.858;25.073497242904
33432;Saint-Loubert;-0.169;44.554;33063;Bordeaux;-0.573;44.858;15.5263157894737
33433;Saint-Loubès;-0.431;44.922;33063;Bordeaux;-0.573;44.858;851.401838373938
33434;Saint-Louis-de-Montferrand;-0.533;44.958;33063;Bordeaux;-0.573;44.858;286.62744944558
33435;Saint-Macaire;-0.233;44.564;33063;Bordeaux;-0.573;44.858;64.9340850857115
33436;Saint-Magne;-0.658;44.555;33063;Bordeaux;-0.573;44.858;76.1314715718512
33437;Saint-Magne-de-Castillon;-0.074;44.857;33063;Bordeaux;-0.573;44.858;40.4143181289827
33438;Saint-Maixant;-0.246;44.577;33063;Bordeaux;-0.573;44.858;71.6575882817588
33439;Saint-Mariens;-0.405;45.121;33063;Bordeaux;-0.573;44.858;146.170622322228
33441;Saint-Martin-Lacaussade;-0.643;45.143;33063;Bordeaux;-0.573;44.858;20.0692157318868
33442;Saint-Martin-de-Laye;-0.233;45.033;33063;Bordeaux;-0.573;44.858;15.2952828253972
33443;Saint-Martin-de-Lerm;-0.045;44.648;33063;Bordeaux;-0.573;44.858;20
33444;Saint-Martin-de-Sescas;-0.165;44.587;33063;Bordeaux;-0.573;44.858;15.1180156397783
33445;Saint-Martin-du-Bois;-0.26;45.02;33063;Bordeaux;-0.573;44.858;40.4311377245509
33447;Saint-Médard-de-Guizières;-0.07;45.01;33063;Bordeaux;-0.573;44.858;55
33448;Saint-Médard-d'Eyrans;-0.509;44.711;33063;Bordeaux;-0.573;44.858;300.752636109318
33449;Saint-Médard-en-Jalles;-0.784;44.883;33063;Bordeaux;-0.573;44.858;2649.31489302452
33451;Saint-Michel-de-Fronsac;-0.303;44.925;33063;Bordeaux;-0.573;44.858;40.3734635214429
33452;Saint-Michel-de-Rieufret;-0.441;44.624;33063;Bordeaux;-0.573;44.858;36.1128475400761
33454;Saint-Morillon;-0.519;44.642;33063;Bordeaux;-0.573;44.858;145.954221073029
33456;Saint-Palais;-0.599;45.309;33063;Bordeaux;-0.573;44.858;15.0808645314359
33457;Saint-Pardon-de-Conques;-0.188;44.551;33063;Bordeaux;-0.573;44.858;9.83606557377049
33458;Saint-Paul;-0.591;45.15;33063;Bordeaux;-0.573;44.858;55
33459;Saint-Pey-d'Armens;-0.117;44.855;33063;Bordeaux;-0.573;44.858;9.8421052631579
33460;Saint-Pey-de-Castets;-0.064;44.816;33063;Bordeaux;-0.573;44.858;20.1889496717724
33461;Saint-Philippe-d'Aiguille;-0.038;44.916;33063;Bordeaux;-0.573;44.858;15
33463;Saint-Pierre-d'Aurillac;-0.193;44.579;33063;Bordeaux;-0.573;44.858;50.0259600537886
33464;Saint-Pierre-de-Bat;-0.22;44.67;33063;Bordeaux;-0.573;44.858;15
33465;Saint-Pierre-de-Mons;-0.213;44.545;33063;Bordeaux;-0.573;44.858;15
33466;Saint-Quentin-de-Baron;-0.283;44.818;33063;Bordeaux;-0.573;44.858;200.22709923664
33467;Saint-Quentin-de-Caplong;0.137;44.795;33063;Bordeaux;-0.573;44.858;5.41265333717489
33468;Sainte-Radegonde;0.024;44.803;33063;Bordeaux;-0.573;44.858;10
33470;Saint-Romain-la-Virvée;-0.408;44.96;33063;Bordeaux;-0.573;44.858;69.5735056947216
33471;Saint-Sauveur;-0.818;45.195;33063;Bordeaux;-0.573;44.858;25.2964426877473
33472;Saint-Sauveur-de-Puynormand;-0.033;44.995;33063;Bordeaux;-0.573;44.858;9.83606557377049
33473;Saint-Savin;-0.441;45.164;33063;Bordeaux;-0.573;44.858;130.970090243444
33474;Saint-Selve;-0.472;44.654;33063;Bordeaux;-0.573;44.858;352.730646716363
33475;Saint-Seurin-de-Bourg;-0.582;45.052;33063;Bordeaux;-0.573;44.858;30
33476;Saint-Seurin-de-Cadourne;-0.801;45.291;33063;Bordeaux;-0.573;44.858;9.899741254494
33477;Saint-Seurin-de-Cursac;-0.628;45.157;33063;Bordeaux;-0.573;44.858;4.99682826142274
33478;Saint-Seurin-sur-l'Isle;-0.001;45.011;33063;Bordeaux;-0.573;44.858;45.1221670597718
33479;Saint-Sève;-0.024;44.607;33063;Bordeaux;-0.573;44.858;9.8768391367716
33480;Saint-Sulpice-de-Faleyrens;-0.188;44.861;33063;Bordeaux;-0.573;44.858;28.8381039050554
33481;Saint-Sulpice-de-Guilleragues;0.047;44.63;33063;Bordeaux;-0.573;44.858;5
33482;Saint-Sulpice-de-Pommiers;-0.113;44.676;33063;Bordeaux;-0.573;44.858;14.3129770992366
33483;Saint-Sulpice-et-Cameyrac;-0.386;44.901;33063;Bordeaux;-0.573;44.858;430.994978956159
33484;Saint-Symphorien;-0.539;44.423;33063;Bordeaux;-0.573;44.858;40
33485;Sainte-Terre;-0.121;44.834;33063;Bordeaux;-0.573;44.858;35.5320370514825
33486;Saint-Trojan;-0.581;45.09;33063;Bordeaux;-0.573;44.858;10.3478443819838
33487;Saint-Vincent-de-Paul;-0.482;44.974;33063;Bordeaux;-0.573;44.858;126.401920217233
33488;Saint-Vincent-de-Pertignas;-0.112;44.799;33063;Bordeaux;-0.573;44.858;10.4425604279493
33489;Saint-Vivien-de-Blaye;-0.508;45.104;33063;Bordeaux;-0.573;44.858;34.7521854777439
33490;Saint-Vivien-de-Médoc;-1.026;45.445;33063;Bordeaux;-0.573;44.858;19.8702312933884
33492;Saint-Yzan-de-Soudiac;-0.406;45.152;33063;Bordeaux;-0.573;44.858;189.679185561037
33494;Salaunes;-0.846;44.928;33063;Bordeaux;-0.573;44.858;67.0106794750927
33496;SallebÅ“uf;-0.393;44.844;33063;Bordeaux;-0.573;44.858;350
33498;Salles;-0.884;44.541;33063;Bordeaux;-0.573;44.858;283.129398402322
33499;Les Salles-de-Castillon;0.006;44.914;33063;Bordeaux;-0.573;44.858;5
33500;Samonac;-0.571;45.071;33063;Bordeaux;-0.573;44.858;10.2424686467588
33501;Saucats;-0.631;44.651;33063;Bordeaux;-0.573;44.858;232.842245496604
33502;Saugon;-0.502;45.185;33063;Bordeaux;-0.573;44.858;35
33503;Saumos;-1.005;44.913;33063;Bordeaux;-0.573;44.858;30.1697417111405
33504;Sauternes;-0.341;44.531;33063;Bordeaux;-0.573;44.858;35.7162104833964
33505;La Sauve;-0.312;44.763;33063;Bordeaux;-0.573;44.858;108.076130514962
33506;Sauveterre-de-Guyenne;-0.077;44.701;33063;Bordeaux;-0.573;44.858;20
33508;Savignac;-0.109;44.515;33063;Bordeaux;-0.573;44.858;25
33509;Savignac-de-l'Isle;-0.24;44.987;33063;Bordeaux;-0.573;44.858;14.489336618148
33510;Semens;-0.233;44.614;33063;Bordeaux;-0.573;44.858;5.09345794392523
33511;Sendets;-0.094;44.427;33063;Bordeaux;-0.573;44.858;10.3211728812882
33512;Sigalens;-0.033;44.455;33063;Bordeaux;-0.573;44.858;20.5099150141643
33514;Soulac-sur-Mer;-1.108;45.493;33063;Bordeaux;-0.573;44.858;34.6654837345868
33515;Soulignac;-0.289;44.696;33063;Bordeaux;-0.573;44.858;25.4339812094985
33516;Soussac;0.011;44.735;33063;Bordeaux;-0.573;44.858;10.6487787630853
33517;Soussans;-0.7;45.056;33063;Bordeaux;-0.573;44.858;102.123883796987
33518;Tabanac;-0.411;44.724;33063;Bordeaux;-0.573;44.858;100
33519;Le Taillan-Médoc;-0.682;44.911;33063;Bordeaux;-0.573;44.858;960
33521;Talais;-1.063;45.476;33063;Bordeaux;-0.573;44.858;10.4675637721525
33522;Talence;-0.591;44.806;33063;Bordeaux;-0.573;44.858;5576.22787749653
33523;Targon;-0.268;44.735;33063;Bordeaux;-0.573;44.858;75.4673085698963
33524;Tarnès;-0.356;44.976;33063;Bordeaux;-0.573;44.858;61.2752343076154
33525;Tauriac;-0.506;45.053;33063;Bordeaux;-0.573;44.858;86.5236321442877
33526;Tayac;-0.023;44.961;33063;Bordeaux;-0.573;44.858;10.1526717557252
33527;Le Teich;-1.024;44.578;33063;Bordeaux;-0.573;44.858;323.71008581752
33528;Le Temple;-0.959;44.864;33063;Bordeaux;-0.573;44.858;39.4392523364485
33529;La Teste-de-Buch;-1.175;44.558;33063;Bordeaux;-0.573;44.858;501.678633276842
33530;Teuillac;-0.547;45.097;33063;Bordeaux;-0.573;44.858;29.7745493759057
33531;Tizac-de-Curton;-0.243;44.825;33063;Bordeaux;-0.573;44.858;5.51578207783536
33532;Tizac-de-Lapouyade;-0.314;45.07;33063;Bordeaux;-0.573;44.858;15.0238186124319
33533;Toulenne;-0.275;44.564;33063;Bordeaux;-0.573;44.858;75.5735881657981
33534;Le Tourne;-0.397;44.718;33063;Bordeaux;-0.573;44.858;59.5528442138901
33535;Tresses;-0.47;44.842;33063;Bordeaux;-0.573;44.858;696.710840020316
33536;Le Tuzan;-0.6;44.45;33063;Bordeaux;-0.573;44.858;15
33537;Uzeste;-0.325;44.433;33063;Bordeaux;-0.573;44.858;5.04081819553294
33539;Vayres;-0.326;44.891;33063;Bordeaux;-0.573;44.858;371.173442819948
33540;Vendays-Montalivet;-1.1;45.34;33063;Bordeaux;-0.573;44.858;54.501762661248
33542;Vérac;-0.337;44.994;33063;Bordeaux;-0.573;44.858;40.9866692089416
33543;Verdelais;-0.248;44.592;33063;Bordeaux;-0.573;44.858;25
33545;Vertheuil;-0.845;45.254;33063;Bordeaux;-0.573;44.858;5
33546;Vignonet;-0.149;44.85;33063;Bordeaux;-0.573;44.858;25
33547;Villandraut;-0.381;44.45;33063;Bordeaux;-0.573;44.858;25
33548;Villegouge;-0.313;44.973;33063;Bordeaux;-0.573;44.858;95
33549;Villenave-de-Rions;-0.34;44.69;33063;Bordeaux;-0.573;44.858;14.3801652892562
33550;Villenave-d'Ornon;-0.558;44.773;33063;Bordeaux;-0.573;44.858;4178.35664815187
33551;Villeneuve;-0.634;45.083;33063;Bordeaux;-0.573;44.858;20.1537148029031
33552;Virelade;-0.396;44.652;33063;Bordeaux;-0.573;44.858;115
33553;Virsac;-0.436;45.026;33063;Bordeaux;-0.573;44.858;85.8097057383483
33554;Yvrac;-0.466;44.88;33063;Bordeaux;-0.573;44.858;330.068749639577
33555;Marcheprime;-0.857;44.703;33063;Bordeaux;-0.573;44.858;321.457939878061
